index,strategy_equity,brent_equity,wti_equity,zscore_20,position,zscore_w10,zscore_w15,zscore_w20,zscore_w30,zscore_w40,zscore_w60,zscore_w90
2021-05-26,1.0459350163226917,1.3480133595790076,1.3903822043166953,-1.5881775010725048,1.0,-0.9730220109893226,-1.3801329442760724,-1.5881775010725048,-1.730480873547763,-1.9441971413990429,-2.084926889689121,-1.5960298988440613
2021-05-27,1.0447851228066802,1.359561536054414,1.4038219230063973,-1.5507765610503859,1.0,-0.9180278893704787,-1.3198959957430052,-1.5507765610503859,-1.6916750060087564,-2.021937648515281,-2.1826377795882776,-1.691941906260017
2021-05-28,1.0556254003621166,1.3628889615474182,1.3926921709865583,0.6816383380648723,1.0,1.157326933714289,0.8047663834848137,0.6816383380648723,-0.02291333896763944,-0.15541051427925978,-0.2283904974387946,0.008210734331852577
2021-06-01,1.0556254003621166,1.3750244625208043,1.422091615700563,-1.6422462042857335,0.0,-0.9451459370770368,-1.3513396760541334,-1.6422462042857335,-1.7072386623467766,-2.044034204012322,-2.3163867393739315,-1.8714488864714456
2021-06-02,1.0556254003621166,1.3965550648076666,1.4454011628498455,-1.478175771979519,0.0,-0.7975140418170372,-1.1960585798740315,-1.478175771979519,-1.6413865885066494,-1.9144846501049877,-2.217978274178626,-1.843957142761346
2021-06-03,1.0556254003621166,1.3957721148094697,1.4449810815203699,-1.3674609372106783,0.0,-0.7130545733040745,-1.0919388998849016,-1.3674609372106783,-1.5878330007792807,-1.8242813469074308,-2.1392813546957945,-1.8409744746905323
2021-06-04,1.0556254003621166,1.407124665784659,1.4619908506542774,-1.7369537432020763,0.0,-1.2415308958399078,-1.4764354692602197,-1.7369537432020763,-1.9738678014851392,-2.1444740756972376,-2.520050000514632,-2.2809598369308897
2021-06-07,1.0556254003621166,1.3992953151351337,1.4538010270844304,-1.560814235197352,0.0,-1.0374755798836959,-1.3199126639374252,-1.560814235197352,-1.8776378675615677,-1.9957990688483604,-2.3752692221178,-2.227169788830051
2021-06-08,1.0556254003621166,1.4135838912704506,1.4710206766689913,-1.5864464780759866,0.0,-1.1705479542940296,-1.3522416496773297,-1.5864464780759866,-1.9185036682367955,-2.0068978945734495,-2.405573727978422,-2.3262433649613845
2021-06-09,1.0556254003621166,1.4135838912704506,1.4691306311145196,-1.2331187951262625,0.0,-0.7579491412338987,-0.9893056595047073,-1.2331187951262625,-1.5794586241017836,-1.7089450619829922,-2.0873897278104385,-2.0583795140419703
2021-06-10,1.0556254003621166,1.4194557922582622,1.4760605311241082,-1.178520754040758,0.0,-0.7052474080474719,-0.9843807333863275,-1.178520754040758,-1.5189844072378658,-1.6518793701785472,-2.034450405845231,-2.066338197850902
2021-06-11,1.0556254003621166,1.4227833670837093,1.4890803286984187,-1.9286217453657315,0.0,-1.5350291084462817,-1.9683188455301965,-1.9286217453657315,-2.217885790756938,-2.2423205401558475,-2.701411905678719,-2.8494860670338524
2021-06-14,1.0556254003621166,1.4261107925767136,1.4884502067042051,-1.3561150439964933,0.0,-1.1286902479364433,-1.2143928003545101,-1.3561150439964933,-1.6897975734348807,-1.773205821308398,-2.1875806910724815,-2.369657466727536
2021-06-15,1.0556254003621166,1.4482285700291126,1.5144898018528263,-1.4437147348767119,0.0,-1.2849624922487801,-1.326548298143034,-1.4437147348767119,-1.7376547372152444,-1.8219253330367666,-2.245015432550893,-2.4918044836182696
2021-06-16,1.0556254003621166,1.456057920678638,1.5151197636329556,-0.5454766342593744,0.0,0.38891682235214264,-0.2845676249114298,-0.5454766342593744,-0.9632932542341962,-1.1834935669308306,-1.5497161668668418,-1.7831196958668378
2021-06-17,1.0556254003621166,1.4304169429005746,1.4918102164836728,-0.9569266004643139,0.0,-0.3874169217897944,-0.7161739288023525,-0.9569266004643139,-1.2542126681797354,-1.44635646589512,-1.807521070502218,-2.102250474797613
2021-06-18,1.0556254003621166,1.4388334687156368,1.5044099327285079,-1.2943490331348089,0.0,-1.0779639697330679,-1.0269143800666856,-1.2943490331348089,-1.4662222306580397,-1.6497617817876276,-1.9795259784754748,-2.3279339387537887
2021-06-21,1.0556254003621166,1.4660403464900935,1.5468291750168233,-2.420032382732389,0.0,-2.357044681340011,-2.5918781702695832,-2.420032382732389,-2.334089828206649,-2.4824011208194015,-2.732273061877342,-3.211892265168764
2021-06-22,1.0629556218764276,1.46427867166104,1.5342292985579038,-1.1042094840537382,1.0,-0.5734907790144559,-0.9544349677636734,-1.1042094840537382,-1.3558695779133703,-1.5821469891430973,-1.8798057734733769,-2.2757103789136583
2021-06-23,1.0680639678008237,1.4717166219776885,1.5346493798873795,-0.23209590879011796,1.0,0.6813718767685734,0.23517983383865948,-0.23209590879011796,-0.6748350204307743,-0.9589800942692385,-1.3114145937716692,-1.6540107361730059
2021-06-24,1.0680639678008237,1.478958648129234,1.5392693132271054,0.16747347057692427,0.0,1.1695744042408256,0.8324838933750309,0.16747347057692427,-0.3594204376596795,-0.6792557073502937,-1.0612238911253602,-1.3823590165989013
2021-06-25,1.0680639678008237,1.4910941491026202,1.55501899858667,-0.08863346766128859,0.0,0.6055412255699899,0.41990638394043917,-0.08863346766128859,-0.5489316959285677,-0.8474574383809984,-1.2179530427831646,-1.5467683867496924
2021-06-28,1.0680639678008237,1.461734196166233,1.5310794896572584,-1.0184188469949427,0.0,-0.52005062193608,-0.7579212312931224,-1.0184188469949427,-1.1727563334306328,-1.3826572594926336,-1.6654128522628509,-2.0300818708750237
2021-06-29,1.0680639678008237,1.4633000961626266,1.5325494538822544,-0.8979245022285416,0.0,-0.452702584328321,-0.6298164939936536,-0.8979245022285416,-1.090243173880551,-1.293486692364934,-1.5838670871273204,-1.9478858178808327
2021-06-30,1.0680639678008237,1.470542122314172,1.5428392034572262,-1.188436244883971,0.0,-0.6832579433640543,-0.9331197076162021,-1.188436244883971,-1.2695534339891104,-1.4106978075259815,-1.6758630876177505,-2.0527368457819524
2021-07-01,1.0680639678008237,1.4844391487841688,1.5797985099609486,-3.192723430312418,0.0,-2.289772932961885,-2.851459495248918,-3.192723430312418,-2.9717401040465994,-2.757877897108049,-2.8414675924327435,-3.324083218505318
