date,rv_w5,rv_w10,rv_w20,rv_w30,rv_w40,rv_w60,rv_w90,rv_w120,rv_w180,spy_price
2019-05-01,7.138512124145091,6.986930655289335,6.040024571419795,9.526181517322128,9.632430203836297,9.084561351779481,15.770182700998966,17.471922935545255,16.641272590346734,262.1971435546875
2019-05-02,7.267192093354597,6.953509503575201,6.138996623370752,9.497338221600245,9.490019022932703,9.09037687036411,15.485658835724214,17.45719397593665,16.63690332132036,261.631103515625
2019-05-03,9.999370101406296,8.350417480326147,6.895504367327675,9.366425999583575,9.382834970360292,9.244755803742876,15.064622589678523,17.24403782807479,16.65926717352599,264.19183349609375
2019-05-06,10.40070806427729,8.799681343926855,6.998459853183048,7.313479741570639,9.452949167899735,9.036864257062035,14.302712550273933,17.253857238273028,16.641887665232527,263.1046142578125
2019-05-07,15.206454427110089,11.27763895656408,9.343259879955458,9.019413811138758,9.963093419127645,9.77132058566608,12.187449151454677,17.370068309925,16.73777081431573,258.7109069824219
2019-05-08,14.96981728611509,11.27422762108312,9.171029071786698,8.837085455666315,9.953448781188861,9.784364491499922,12.158465181212799,17.146089010960253,16.734190049370017,258.35150146484375
2019-05-09,14.954871062318853,11.280412869177669,9.143131386511293,8.729603247943018,9.885678617544018,9.506758215246306,12.174091630925377,17.150413270309613,16.736857768003638,257.5697326660156
2019-05-10,12.56186939442788,11.34097041733858,9.33403550537722,8.773045972924,9.941932852772734,9.532932874133747,12.128734036675274,17.12792803479418,16.744788713447313,258.8637390136719
2019-05-13,19.553716947318286,16.058211510462883,12.571651054141016,11.41676203136226,11.81029547265047,10.907124607401943,12.930583923121814,17.470844405586554,17.010148746750964,252.35836791992188
2019-05-14,21.02604872391808,17.3211527623555,13.127169146728471,11.185884292673313,11.994985386176078,10.837954661666432,12.267978976509191,17.513075130273698,17.0426856084819,254.6405792236328
2019-05-15,22.003341065901864,17.773613676565724,13.348138930804362,11.32450567153799,12.081111094218253,10.891577653037606,11.053495759816109,17.345460706222006,17.04191053035435,256.1322326660156
2019-05-16,23.213682262995853,18.69610256763937,13.801897108458608,11.63699382992896,12.257633294561499,11.034253199853508,11.078636701395755,17.162700024366746,17.051477807544202,258.5042724609375
2019-05-17,23.332774442234296,17.795091335972046,13.944642264127538,11.767595750657923,12.062550092958915,11.097483797440745,11.074111332119001,17.19122607708088,17.06908608502338,256.8329772949219
2019-05-20,12.86742154790465,17.892059858544123,14.086069440171531,11.815382114723441,11.13248963139499,11.131709612360538,11.136610514329057,17.190617018226956,17.075446787482385,255.134765625
2019-05-21,12.858187991687037,17.02009909894869,14.0883276571329,12.13060640419962,11.33299286005302,11.270135501139986,11.207568310416322,17.086364992005716,17.10185249680788,257.4350280761719
2019-05-22,12.825505116913194,17.067201860140504,14.100862371523457,12.073154452127824,11.23430672983625,11.291400093088127,11.229600378569854,17.09068446558976,17.105883034335527,256.644287109375
2019-05-23,12.565824384609769,18.0282885635001,14.638814201664726,12.512429393280536,11.592757418931852,11.586171902657089,11.387192305870185,16.87583026081534,17.16616376971824,253.50848388671875
2019-05-24,12.953301941467638,17.799441995622395,14.525730112127636,12.54141719922737,11.568979554814547,11.584566159365297,11.253345351838668,16.873906633126456,17.165284465627945,254.08355712890625
2019-05-28,13.661505277934483,13.160358921292625,14.702415753035366,12.585447789638279,11.70003847821119,11.683970536329944,11.38142441551469,16.91141265713079,17.19701872838643,251.72039794921875
2019-05-29,8.938669010776886,12.409473659900778,14.739697154924736,12.687176039269584,11.389617215977745,11.742600856081728,11.39367977789791,16.834479598306622,17.21378207938332,250.03118896484375
2019-05-30,10.810631664696452,11.960558907155518,14.745155823643746,12.729763421243101,11.417906136919042,11.751806184812496,11.198088542360166,16.153716773329055,17.215629942584577,250.71412658691406
2019-05-31,11.386787725780588,11.337651905089983,15.278939601989183,13.210462917445106,11.850370034311313,12.013269615124054,11.196833621905766,16.276300819146744,17.284143272652848,247.3356475830078
2019-06-03,9.893712076926132,11.306975547080894,14.54504212013993,13.168027379399172,11.819587471708887,11.89928960608975,11.206037963168601,15.914784187394545,17.28643857643061,246.70675659179688
2019-06-04,21.166247466669507,16.981703383885936,17.044586830494065,14.815524443575665,13.059878346909784,12.688419488754702,11.752697365929466,16.20843951677004,17.464451216874906,252.06185913085938
2019-06-05,20.748777800557054,16.923162543448605,16.530418500822936,14.796295871872529,13.264888145193357,12.46710446814679,11.756465506357733,16.249919149932385,17.49489162419803,254.24522399902344
2019-06-06,20.842874874954727,17.304126688128488,16.730446836269085,14.954355736408404,13.32248871409433,12.511402739355862,11.708841107670334,16.2595761260301,17.500421523621768,255.8985137939453
2019-06-07,13.792576469529152,16.577022338369268,17.097209498238065,15.28003851952446,13.538642785567204,12.602063454006657,11.800248464327826,16.31429464941374,17.52858697401697,258.45928955078125
2019-06-10,10.646230037067655,16.628986615442145,17.08171730847107,15.27808277072133,13.587675043097725,12.627855998174475,11.548935825379408,16.077873356558182,17.536332182981663,259.6453552246094
2019-06-11,6.3648584272568005,15.452349793005762,14.232478446173397,15.266169710347267,13.479003417685826,12.595719449656373,11.473676377064718,15.79432943933385,17.510487847135163,259.5824890136719
2019-06-12,7.685850147931259,14.75486297568491,13.982598693016884,15.267027731595176,13.484980588913784,12.586568283881183,11.481764879411516,15.796653020142138,17.511439926257438,259.12420654296875
2019-06-13,7.3403210607788445,14.748027149234696,13.914671464822137,15.181331366024542,13.52564675348453,12.609838384256692,11.447330584997076,15.625131656100505,17.513434656322417,260.19342041015625
